year,month,day,close
12,11,1984,167.36
13,11,1984,165.97
14,11,1984,165.99
15,11,1984,165.89
16,11,1984,164.10
19,11,1984,163.09
20,11,1984,164.18
21,11,1984,164.51
23,11,1984,166.92
26,11,1984,165.55
27,11,1984,166.29
28,11,1984,165.02
29,11,1984,163.91
30,11,1984,163.58
03,12,1984,162.82
04,12,1984,163.38
05,12,1984,162.10
06,12,1984,162.76
07,12,1984,162.26
10,12,1984,162.83
11,12,1984,163.07
12,12,1984,162.63
13,12,1984,161.81
14,12,1984,162.69
17,12,1984,163.61
18,12,1984,168.11
19,12,1984,167.16
20,12,1984,166.38
21,12,1984,165.51
24,12,1984,166.76
26,12,1984,166.47
27,12,1984,165.75
28,12,1984,166.26
31,12,1984,167.24
02,01,1985,165.37
03,01,1985,164.57
04,01,1985,163.68
07,01,1985,164.24
08,01,1985,163.99
09,01,1985,165.18
10,01,1985,168.31
11,01,1985,167.91
14,01,1985,170.51
15,01,1985,170.81
16,01,1985,171.19
17,01,1985,170.73
18,01,1985,171.32
21,01,1985,175.23
22,01,1985,175.48
23,01,1985,177.30
24,01,1985,176.71
25,01,1985,177.35
28,01,1985,177.40
29,01,1985,179.18
30,01,1985,179.39
31,01,1985,179.63
01,02,1985,178.63
04,02,1985,180.35
05,02,1985,180.61
06,02,1985,180.43
07,02,1985,181.82
08,02,1985,182.19
11,02,1985,180.51
12,02,1985,180.56
13,02,1985,183.35
14,02,1985,182.41
15,02,1985,181.60
19,02,1985,181.33
20,02,1985,181.18
21,02,1985,180.19
22,02,1985,179.36
25,02,1985,179.23
26,02,1985,181.17
27,02,1985,180.71
28,02,1985,181.18
01,03,1985,183.23
04,03,1985,182.06
05,03,1985,182.23
06,03,1985,180.65
07,03,1985,179.51
08,03,1985,179.10
11,03,1985,178.79
12,03,1985,179.66
13,03,1985,178.19
14,03,1985,177.84
15,03,1985,176.53
18,03,1985,176.88
19,03,1985,179.54
20,03,1985,179.08
21,03,1985,179.35
22,03,1985,179.04
25,03,1985,177.97
26,03,1985,178.43
27,03,1985,179.54
28,03,1985,179.54
29,03,1985,180.66
01,04,1985,181.27
02,04,1985,180.53
03,04,1985,179.11
04,04,1985,179.03
08,04,1985,178.03
09,04,1985,178.21
10,04,1985,179.42
11,04,1985,180.19
12,04,1985,180.54
15,04,1985,180.92
16,04,1985,181.20
17,04,1985,181.68
18,04,1985,180.84
19,04,1985,181.11
22,04,1985,180.70
23,04,1985,181.88
24,04,1985,182.26
25,04,1985,183.43
26,04,1985,182.18
29,04,1985,180.63
30,04,1985,179.83
01,05,1985,178.37
02,05,1985,179.01
03,05,1985,180.08
06,05,1985,179.99
07,05,1985,180.76
08,05,1985,180.62
09,05,1985,181.92
10,05,1985,184.28
13,05,1985,184.61
14,05,1985,183.87
15,05,1985,184.54
16,05,1985,185.66
17,05,1985,187.42
20,05,1985,189.72
21,05,1985,189.64
22,05,1985,188.56
23,05,1985,187.60
24,05,1985,188.29
28,05,1985,187.86
29,05,1985,187.68
30,05,1985,187.75
31,05,1985,189.55
03,06,1985,189.32
04,06,1985,190.04
05,06,1985,190.16
06,06,1985,191.06
07,06,1985,189.68
10,06,1985,189.51
11,06,1985,189.04
12,06,1985,187.61
13,06,1985,185.33
14,06,1985,187.10
17,06,1985,186.53
18,06,1985,187.34
19,06,1985,186.63
20,06,1985,186.73
21,06,1985,189.61
24,06,1985,189.15
25,06,1985,189.74
26,06,1985,190.06
27,06,1985,191.23
28,06,1985,191.85
01,07,1985,192.43
02,07,1985,192.01
03,07,1985,191.45
05,07,1985,192.52
08,07,1985,191.93
09,07,1985,191.05
10,07,1985,192.37
11,07,1985,192.94
12,07,1985,193.29
15,07,1985,192.72
16,07,1985,194.72
17,07,1985,195.65
18,07,1985,194.38
19,07,1985,195.13
22,07,1985,194.35
23,07,1985,192.55
24,07,1985,191.58
25,07,1985,192.06
26,07,1985,192.40
29,07,1985,189.60
30,07,1985,189.93
31,07,1985,190.92
01,08,1985,192.11
02,08,1985,191.48
05,08,1985,190.62
06,08,1985,187.93
07,08,1985,187.68
08,08,1985,188.95
09,08,1985,188.32
12,08,1985,187.63
13,08,1985,187.30
14,08,1985,187.41
15,08,1985,187.26
16,08,1985,186.10
19,08,1985,186.38
20,08,1985,188.08
21,08,1985,189.16
22,08,1985,187.36
23,08,1985,187.17
26,08,1985,187.31
27,08,1985,188.10
28,08,1985,188.83
29,08,1985,188.93
30,08,1985,188.63
03,09,1985,187.91
04,09,1985,187.37
05,09,1985,187.27
06,09,1985,188.24
09,09,1985,188.25
10,09,1985,186.90
11,09,1985,185.03
12,09,1985,183.69
13,09,1985,182.91
16,09,1985,182.88
17,09,1985,181.36
18,09,1985,181.71
19,09,1985,183.39
20,09,1985,182.05
23,09,1985,184.30
24,09,1985,182.62
25,09,1985,180.66
26,09,1985,181.29
30,09,1985,182.08
01,10,1985,185.07
02,10,1985,184.06
03,10,1985,184.36
04,10,1985,183.22
07,10,1985,181.87
08,10,1985,181.87
09,10,1985,182.52
10,10,1985,182.78
11,10,1985,184.28
14,10,1985,186.37
15,10,1985,186.08
16,10,1985,187.98
17,10,1985,187.66
18,10,1985,187.04
21,10,1985,186.96
22,10,1985,188.04
23,10,1985,189.09
24,10,1985,188.50
25,10,1985,187.52
28,10,1985,187.76
29,10,1985,189.23
30,10,1985,190.07
31,10,1985,189.82
01,11,1985,191.53
04,11,1985,191.25
05,11,1985,192.37
06,11,1985,192.76
07,11,1985,192.62
08,11,1985,193.72
11,11,1985,197.28
12,11,1985,198.08
13,11,1985,197.10
14,11,1985,199.06
15,11,1985,198.11
18,11,1985,198.71
19,11,1985,198.67
20,11,1985,198.99
21,11,1985,201.41
22,11,1985,201.52
25,11,1985,200.35
26,11,1985,200.67
27,11,1985,202.54
29,11,1985,202.17
02,12,1985,200.46
03,12,1985,200.86
04,12,1985,204.23
05,12,1985,203.88
06,12,1985,202.99
09,12,1985,204.25
10,12,1985,204.39
11,12,1985,206.31
12,12,1985,206.73
13,12,1985,209.94
16,12,1985,212.02
17,12,1985,210.65
18,12,1985,209.81
19,12,1985,210.02
20,12,1985,210.94
23,12,1985,208.57
24,12,1985,207.14
26,12,1985,207.65
27,12,1985,209.61
30,12,1985,210.68
31,12,1985,211.28
02,01,1986,209.59
03,01,1986,210.88
06,01,1986,210.65
07,01,1986,213.80
08,01,1986,207.97
09,01,1986,206.11
10,01,1986,205.96
13,01,1986,206.72
14,01,1986,206.64
15,01,1986,208.26
16,01,1986,209.17
17,01,1986,208.43
20,01,1986,207.53
21,01,1986,205.79
22,01,1986,203.49
23,01,1986,204.25
24,01,1986,206.43
27,01,1986,207.39
28,01,1986,209.81
29,01,1986,210.29
30,01,1986,209.33
31,01,1986,211.78
03,02,1986,213.96
04,02,1986,212.79
05,02,1986,212.96
06,02,1986,213.47
07,02,1986,214.56
10,02,1986,216.24
11,02,1986,215.92
12,02,1986,215.97
13,02,1986,217.40
14,02,1986,219.76
18,02,1986,222.45
19,02,1986,219.76
20,02,1986,222.22
21,02,1986,224.62
24,02,1986,224.34
25,02,1986,223.79
26,02,1986,224.04
27,02,1986,226.77
28,02,1986,226.92
03,03,1986,225.42
04,03,1986,224.38
05,03,1986,224.34
06,03,1986,225.13
07,03,1986,225.57
10,03,1986,226.58
11,03,1986,231.69
12,03,1986,232.54
13,03,1986,233.19
14,03,1986,236.55
17,03,1986,234.67
18,03,1986,235.78
19,03,1986,235.60
20,03,1986,236.54
21,03,1986,233.34
24,03,1986,235.33
25,03,1986,234.72
26,03,1986,237.30
27,03,1986,238.97
31,03,1986,238.90
01,04,1986,235.14
02,04,1986,235.71
03,04,1986,232.47
04,04,1986,228.69
07,04,1986,228.63
08,04,1986,233.52
09,04,1986,233.75
10,04,1986,236.44
11,04,1986,235.97
14,04,1986,237.28
15,04,1986,237.73
16,04,1986,242.22
17,04,1986,243.03
18,04,1986,242.38
21,04,1986,244.74
22,04,1986,242.42
23,04,1986,241.75
24,04,1986,242.02
25,04,1986,242.29
28,04,1986,243.08
29,04,1986,240.51
30,04,1986,235.52
01,05,1986,235.16
02,05,1986,234.79
05,05,1986,237.73
06,05,1986,237.24
07,05,1986,236.08
08,05,1986,237.13
09,05,1986,237.85
12,05,1986,237.58
13,05,1986,236.41
14,05,1986,237.54
15,05,1986,234.43
16,05,1986,232.76
19,05,1986,233.20
20,05,1986,236.11
21,05,1986,235.45
22,05,1986,240.12
23,05,1986,241.35
27,05,1986,244.75
28,05,1986,246.63
29,05,1986,247.98
30,05,1986,247.35
02,06,1986,245.04
03,06,1986,245.51
04,06,1986,243.94
05,06,1986,245.65
06,06,1986,245.67
09,06,1986,239.96
10,06,1986,239.58
11,06,1986,241.13
12,06,1986,241.49
13,06,1986,245.73
16,06,1986,246.13
17,06,1986,244.35
18,06,1986,244.99
19,06,1986,244.06
20,06,1986,247.58
23,06,1986,245.26
24,06,1986,247.03
25,06,1986,248.93
26,06,1986,248.74
27,06,1986,249.60
30,06,1986,250.84
01,07,1986,252.04
02,07,1986,252.70
03,07,1986,251.79
07,07,1986,244.05
08,07,1986,241.59
09,07,1986,242.82
10,07,1986,243.01
11,07,1986,242.22
14,07,1986,238.11
15,07,1986,233.66
16,07,1986,235.01
17,07,1986,236.07
18,07,1986,236.36
21,07,1986,236.24
22,07,1986,238.18
23,07,1986,238.67
24,07,1986,237.95
25,07,1986,240.22
28,07,1986,236.01
29,07,1986,234.55
30,07,1986,236.59
31,07,1986,236.12
01,08,1986,234.91
04,08,1986,235.99
05,08,1986,237.03
06,08,1986,236.84
07,08,1986,237.04
08,08,1986,236.88
11,08,1986,240.68
12,08,1986,243.34
13,08,1986,245.67
14,08,1986,246.25
15,08,1986,247.15
18,08,1986,247.38
19,08,1986,246.51
20,08,1986,249.77
21,08,1986,249.67
22,08,1986,250.19
25,08,1986,247.81
26,08,1986,252.84
27,08,1986,253.30
28,08,1986,252.84
29,08,1986,252.93
02,09,1986,248.52
03,09,1986,250.08
04,09,1986,253.83
05,09,1986,250.47
08,09,1986,248.14
09,09,1986,247.67
10,09,1986,247.06
11,09,1986,235.18
12,09,1986,230.67
15,09,1986,231.94
16,09,1986,231.72
17,09,1986,231.68
18,09,1986,232.31
19,09,1986,232.21
22,09,1986,234.93
23,09,1986,235.67
24,09,1986,236.28
25,09,1986,231.83
26,09,1986,232.23
29,09,1986,229.91
30,09,1986,231.32
01,10,1986,233.60
02,10,1986,233.92
03,10,1986,233.71
06,10,1986,234.78
07,10,1986,234.41
08,10,1986,236.68
09,10,1986,235.85
10,10,1986,235.48
13,10,1986,235.91
14,10,1986,235.37
15,10,1986,238.80
16,10,1986,239.53
17,10,1986,238.84
20,10,1986,235.97
21,10,1986,235.88
22,10,1986,236.26
23,10,1986,239.28
24,10,1986,238.26
27,10,1986,238.77
28,10,1986,239.26
29,10,1986,240.94
30,10,1986,243.71
31,10,1986,243.98
03,11,1986,245.80
04,11,1986,246.20
05,11,1986,246.58
06,11,1986,245.87
07,11,1986,245.77
10,11,1986,246.13
11,11,1986,247.08
12,11,1986,246.64
13,11,1986,243.02
14,11,1986,244.50
17,11,1986,243.21
18,11,1986,236.78
19,11,1986,237.66
20,11,1986,242.05
21,11,1986,245.86
24,11,1986,247.45
25,11,1986,248.17
26,11,1986,248.77
28,11,1986,249.22
01,12,1986,249.05
02,12,1986,254.00
03,12,1986,253.85
04,12,1986,253.04
05,12,1986,251.17
08,12,1986,251.16
09,12,1986,249.28
10,12,1986,250.96
11,12,1986,248.17
12,12,1986,247.35
15,12,1986,248.21
16,12,1986,250.04
17,12,1986,247.56
18,12,1986,246.78
19,12,1986,249.73
22,12,1986,248.75
23,12,1986,246.34
24,12,1986,246.75
26,12,1986,246.92
29,12,1986,244.67
30,12,1986,243.37
31,12,1986,242.17
02,01,1987,246.45
05,01,1987,252.19
06,01,1987,252.78
07,01,1987,255.33
08,01,1987,257.28
09,01,1987,258.73
12,01,1987,260.30
13,01,1987,259.95
14,01,1987,262.64
15,01,1987,265.49
16,01,1987,266.28
19,01,1987,269.34
20,01,1987,269.04
21,01,1987,267.84
22,01,1987,273.91
23,01,1987,270.10
26,01,1987,269.61
27,01,1987,273.75
28,01,1987,275.40
29,01,1987,274.24
30,01,1987,274.08
02,02,1987,276.45
03,02,1987,275.99
04,02,1987,279.64
05,02,1987,281.16
06,02,1987,280.04
09,02,1987,278.16
10,02,1987,275.07
11,02,1987,277.54
12,02,1987,275.62
13,02,1987,279.70
17,02,1987,285.49
18,02,1987,285.42
19,02,1987,285.57
20,02,1987,285.48
23,02,1987,282.38
24,02,1987,282.88
25,02,1987,284.00
26,02,1987,282.96
27,02,1987,284.20
02,03,1987,283.00
03,03,1987,284.12
04,03,1987,288.62
05,03,1987,290.52
06,03,1987,290.66
09,03,1987,288.30
10,03,1987,290.86
11,03,1987,290.31
12,03,1987,291.22
13,03,1987,289.89
16,03,1987,288.23
17,03,1987,292.47
18,03,1987,292.78
19,03,1987,294.08
20,03,1987,298.17
23,03,1987,301.16
24,03,1987,301.64
25,03,1987,300.38
26,03,1987,300.93
27,03,1987,296.13
30,03,1987,289.20
31,03,1987,291.70
01,04,1987,292.38
02,04,1987,293.63
03,04,1987,300.41
06,04,1987,301.95
07,04,1987,296.69
08,04,1987,297.26
09,04,1987,292.86
10,04,1987,292.49
13,04,1987,285.62
14,04,1987,279.16
15,04,1987,284.44
16,04,1987,286.91
20,04,1987,286.09
21,04,1987,293.07
22,04,1987,287.19
23,04,1987,286.82
24,04,1987,281.52
27,04,1987,281.83
28,04,1987,282.51
29,04,1987,284.57
30,04,1987,288.36
01,05,1987,288.03
04,05,1987,289.36
05,05,1987,295.34
06,05,1987,295.47
07,05,1987,294.71
08,05,1987,293.37
11,05,1987,291.57
12,05,1987,293.30
13,05,1987,293.98
14,05,1987,294.24
15,05,1987,287.43
18,05,1987,286.65
19,05,1987,279.62
20,05,1987,278.21
21,05,1987,280.17
22,05,1987,282.16
26,05,1987,289.11
27,05,1987,288.73
28,05,1987,290.76
29,05,1987,290.10
01,06,1987,289.83
02,06,1987,288.46
03,06,1987,293.47
04,06,1987,295.09
05,06,1987,293.45
08,06,1987,296.72
09,06,1987,297.28
10,06,1987,297.47
11,06,1987,298.73
12,06,1987,301.62
15,06,1987,303.14
16,06,1987,304.76
17,06,1987,304.81
18,06,1987,305.69
19,06,1987,306.97
22,06,1987,309.65
23,06,1987,308.43
24,06,1987,306.86
25,06,1987,308.96
26,06,1987,307.16
29,06,1987,307.90
30,06,1987,304.00
01,07,1987,302.94
02,07,1987,305.63
06,07,1987,304.92
07,07,1987,307.40
08,07,1987,308.29
09,07,1987,307.52
10,07,1987,308.37
13,07,1987,307.63
14,07,1987,310.68
15,07,1987,310.42
16,07,1987,312.70
17,07,1987,314.59
20,07,1987,311.39
21,07,1987,308.55
22,07,1987,308.47
23,07,1987,307.81
24,07,1987,309.27
27,07,1987,310.65
28,07,1987,312.33
29,07,1987,315.65
30,07,1987,318.05
31,07,1987,318.66
03,08,1987,317.57
04,08,1987,316.23
05,08,1987,318.45
06,08,1987,322.09
07,08,1987,323.00
10,08,1987,328.00
11,08,1987,333.33
12,08,1987,332.39
13,08,1987,334.65
14,08,1987,333.99
17,08,1987,334.11
18,08,1987,329.25
19,08,1987,329.83
20,08,1987,334.84
21,08,1987,335.90
24,08,1987,333.33
25,08,1987,336.77
26,08,1987,334.57
27,08,1987,331.38
28,08,1987,327.04
31,08,1987,329.80
01,09,1987,323.40
02,09,1987,321.68
03,09,1987,320.21
04,09,1987,316.70
08,09,1987,313.56
09,09,1987,313.92
10,09,1987,317.13
11,09,1987,321.98
14,09,1987,323.08
15,09,1987,317.74
16,09,1987,314.86
17,09,1987,314.93
18,09,1987,314.86
21,09,1987,310.54
22,09,1987,319.50
23,09,1987,321.19
24,09,1987,319.72
25,09,1987,320.16
28,09,1987,323.20
29,09,1987,321.69
30,09,1987,321.83
01,10,1987,327.33
02,10,1987,328.07
05,10,1987,328.08
06,10,1987,319.22
07,10,1987,318.54
08,10,1987,314.16
09,10,1987,311.07
12,10,1987,309.39
13,10,1987,314.52
14,10,1987,305.23
15,10,1987,298.08
16,10,1987,282.70
19,10,1987,224.84
20,10,1987,236.83
21,10,1987,258.38
22,10,1987,248.25
23,10,1987,248.22
26,10,1987,227.67
27,10,1987,233.19
28,10,1987,233.28
29,10,1987,244.77
30,10,1987,251.79
02,11,1987,255.75
03,11,1987,250.82
04,11,1987,248.96
05,11,1987,254.48
06,11,1987,250.41
09,11,1987,243.17
10,11,1987,239.00
11,11,1987,241.90
12,11,1987,248.52
13,11,1987,245.64
16,11,1987,246.76
17,11,1987,243.04
18,11,1987,245.55
19,11,1987,240.05
20,11,1987,242.00
23,11,1987,242.99
24,11,1987,246.39
25,11,1987,244.10
27,11,1987,240.34
30,11,1987,230.30
01,12,1987,232.00
02,12,1987,233.45
03,12,1987,225.21
04,12,1987,223.92
07,12,1987,228.76
08,12,1987,234.91
09,12,1987,238.89
10,12,1987,233.57
11,12,1987,235.32
14,12,1987,242.19
15,12,1987,242.81
16,12,1987,248.08
17,12,1987,242.98
18,12,1987,249.16
21,12,1987,249.54
22,12,1987,249.95
23,12,1987,253.16
24,12,1987,252.03
28,12,1987,245.57
29,12,1987,244.59
30,12,1987,247.86
31,12,1987,247.08
04,01,1988,255.94
05,01,1988,258.63
06,01,1988,258.89
07,01,1988,261.07
08,01,1988,243.40
11,01,1988,247.49
12,01,1988,245.42
13,01,1988,245.81
14,01,1988,245.88
15,01,1988,252.05
18,01,1988,251.88
19,01,1988,249.32
20,01,1988,242.63
21,01,1988,243.14
22,01,1988,246.50
25,01,1988,252.17
26,01,1988,249.57
27,01,1988,249.38
28,01,1988,253.29
29,01,1988,257.07
01,02,1988,255.04
02,02,1988,255.57
03,02,1988,252.21
04,02,1988,252.21
05,02,1988,250.96
08,02,1988,249.10
09,02,1988,251.72
10,02,1988,256.66
11,02,1988,255.95
12,02,1988,257.63
16,02,1988,259.83
17,02,1988,259.21
18,02,1988,257.91
19,02,1988,261.61
22,02,1988,265.64
23,02,1988,265.02
24,02,1988,264.43
25,02,1988,261.58
26,02,1988,262.46
29,02,1988,267.82
01,03,1988,267.22
02,03,1988,267.98
03,03,1988,267.88
04,03,1988,267.30
07,03,1988,267.38
08,03,1988,269.43
09,03,1988,269.06
10,03,1988,263.84
11,03,1988,264.94
14,03,1988,266.37
15,03,1988,266.13
16,03,1988,268.65
17,03,1988,271.22
18,03,1988,271.12
21,03,1988,268.74
22,03,1988,268.84
23,03,1988,268.91
24,03,1988,263.35
25,03,1988,258.51
28,03,1988,258.06
29,03,1988,260.07
30,03,1988,258.07
31,03,1988,258.89
04,04,1988,256.09
05,04,1988,258.51
06,04,1988,265.49
07,04,1988,266.16
08,04,1988,269.43
11,04,1988,270.16
12,04,1988,271.37
13,04,1988,271.58
14,04,1988,259.75
15,04,1988,259.77
18,04,1988,259.21
19,04,1988,257.92
20,04,1988,256.13
21,04,1988,256.42
22,04,1988,260.14
25,04,1988,262.51
26,04,1988,263.93
27,04,1988,263.80
28,04,1988,262.61
29,04,1988,261.33
02,05,1988,261.56
03,05,1988,263.00
04,05,1988,260.32
05,05,1988,258.79
06,05,1988,257.48
09,05,1988,256.54
10,05,1988,257.62
11,05,1988,253.31
12,05,1988,253.85
13,05,1988,256.78
16,05,1988,258.71
17,05,1988,255.39
18,05,1988,251.35
19,05,1988,252.57
20,05,1988,253.02
23,05,1988,250.83
24,05,1988,253.51
25,05,1988,253.76
26,05,1988,254.63
27,05,1988,253.42
31,05,1988,262.16
01,06,1988,266.69
02,06,1988,265.33
03,06,1988,266.45
06,06,1988,267.05
07,06,1988,265.17
08,06,1988,271.52
09,06,1988,270.20
10,06,1988,271.26
13,06,1988,271.43
14,06,1988,274.30
15,06,1988,274.45
16,06,1988,269.77
17,06,1988,270.68
20,06,1988,268.94
21,06,1988,271.67
22,06,1988,275.66
23,06,1988,274.82
24,06,1988,273.78
27,06,1988,269.06
28,06,1988,272.31
29,06,1988,270.98
30,06,1988,273.50
01,07,1988,271.78
05,07,1988,275.81
06,07,1988,272.02
07,07,1988,271.78
08,07,1988,270.02
11,07,1988,270.55
12,07,1988,267.85
13,07,1988,269.32
14,07,1988,270.26
15,07,1988,272.05
18,07,1988,270.51
19,07,1988,268.47
20,07,1988,270.00
21,07,1988,266.66
22,07,1988,263.50
25,07,1988,264.68
26,07,1988,265.19
27,07,1988,262.50
28,07,1988,266.02
29,07,1988,272.02
01,08,1988,272.21
02,08,1988,272.06
03,08,1988,272.98
04,08,1988,271.93
05,08,1988,271.15
08,08,1988,269.98
09,08,1988,266.49
10,08,1988,261.90
11,08,1988,262.75
12,08,1988,262.55
15,08,1988,258.69
16,08,1988,260.56
17,08,1988,260.77
18,08,1988,261.03
19,08,1988,260.24
22,08,1988,256.98
23,08,1988,257.09
24,08,1988,261.13
25,08,1988,259.18
26,08,1988,259.68
29,08,1988,262.33
30,08,1988,262.51
31,08,1988,261.52
01,09,1988,258.35
02,09,1988,264.48
06,09,1988,265.59
07,09,1988,265.87
08,09,1988,265.88
09,09,1988,266.84
12,09,1988,266.47
13,09,1988,267.43
14,09,1988,269.31
15,09,1988,268.13
16,09,1988,270.65
19,09,1988,268.82
20,09,1988,269.73
21,09,1988,270.16
22,09,1988,269.18
23,09,1988,269.76
26,09,1988,268.88
27,09,1988,268.26
28,09,1988,269.08
29,09,1988,272.59
30,09,1988,271.91
03,10,1988,271.38
04,10,1988,270.62
05,10,1988,271.86
06,10,1988,272.39
07,10,1988,278.07
10,10,1988,278.24
11,10,1988,277.93
12,10,1988,273.98
13,10,1988,275.22
14,10,1988,275.50
17,10,1988,276.41
18,10,1988,279.38
19,10,1988,276.97
20,10,1988,282.88
21,10,1988,283.66
24,10,1988,282.28
25,10,1988,282.38
26,10,1988,281.38
27,10,1988,277.28
28,10,1988,278.53
31,10,1988,278.97
01,11,1988,279.06
02,11,1988,279.06
03,11,1988,279.20
04,11,1988,276.31
07,11,1988,273.93
08,11,1988,275.15
09,11,1988,273.33
10,11,1988,273.69
11,11,1988,267.92
14,11,1988,267.72
15,11,1988,268.34
16,11,1988,263.82
17,11,1988,264.60
18,11,1988,266.47
21,11,1988,266.22
22,11,1988,267.21
23,11,1988,269.00
25,11,1988,267.23
28,11,1988,268.64
29,11,1988,270.91
30,11,1988,273.70
01,12,1988,272.49
02,12,1988,271.81
05,12,1988,274.93
06,12,1988,277.59
07,12,1988,278.13
08,12,1988,276.59
09,12,1988,277.03
12,12,1988,276.52
13,12,1988,276.31
14,12,1988,275.31
15,12,1988,274.28
16,12,1988,276.29
19,12,1988,278.91
20,12,1988,277.47
21,12,1988,277.38
22,12,1988,276.87
23,12,1988,277.87
27,12,1988,276.83
28,12,1988,277.08
29,12,1988,279.40
30,12,1988,277.72
03,01,1989,275.31
04,01,1989,279.43
05,01,1989,280.01
06,01,1989,280.67
09,01,1989,280.98
10,01,1989,280.38
11,01,1989,282.01
12,01,1989,283.17
13,01,1989,283.87
16,01,1989,284.14
17,01,1989,283.55
18,01,1989,286.53
19,01,1989,286.91
20,01,1989,286.63
23,01,1989,284.50
24,01,1989,288.49
25,01,1989,289.14
26,01,1989,291.69
27,01,1989,293.82
30,01,1989,294.99
31,01,1989,297.47
01,02,1989,297.09
02,02,1989,296.84
03,02,1989,296.97
06,02,1989,296.04
07,02,1989,299.63
08,02,1989,298.65
09,02,1989,296.06
10,02,1989,292.02
13,02,1989,292.54
14,02,1989,291.81
15,02,1989,294.24
16,02,1989,294.81
17,02,1989,296.76
21,02,1989,295.98
22,02,1989,290.91
23,02,1989,292.05
24,02,1989,287.13
27,02,1989,287.82
28,02,1989,288.86
01,03,1989,287.11
02,03,1989,289.95
03,03,1989,291.18
06,03,1989,294.81
07,03,1989,293.87
08,03,1989,294.08
09,03,1989,293.93
10,03,1989,292.88
13,03,1989,295.32
14,03,1989,295.14
15,03,1989,296.67
16,03,1989,299.44
17,03,1989,292.69
20,03,1989,289.92
21,03,1989,291.33
22,03,1989,290.49
23,03,1989,288.98
27,03,1989,290.57
28,03,1989,291.59
29,03,1989,292.35
30,03,1989,292.52
31,03,1989,294.87
03,04,1989,296.39
04,04,1989,295.31
05,04,1989,296.24
06,04,1989,295.29
07,04,1989,297.16
10,04,1989,297.11
11,04,1989,298.49
12,04,1989,298.99
13,04,1989,296.40
14,04,1989,301.36
17,04,1989,301.72
18,04,1989,306.02
19,04,1989,307.15
20,04,1989,306.19
21,04,1989,309.61
24,04,1989,308.69
25,04,1989,306.75
26,04,1989,306.93
27,04,1989,309.58
28,04,1989,309.64
01,05,1989,309.12
02,05,1989,308.12
03,05,1989,308.16
04,05,1989,307.77
05,05,1989,307.61
08,05,1989,306.00
09,05,1989,305.19
10,05,1989,305.80
11,05,1989,306.95
12,05,1989,313.84
15,05,1989,316.16
16,05,1989,315.28
17,05,1989,317.48
18,05,1989,317.97
19,05,1989,321.24
22,05,1989,321.98
23,05,1989,318.32
24,05,1989,319.14
25,05,1989,319.17
26,05,1989,321.59
30,05,1989,319.05
31,05,1989,320.52
01,06,1989,321.97
02,06,1989,325.52
05,06,1989,322.03
06,06,1989,324.24
07,06,1989,326.95
08,06,1989,326.75
09,06,1989,326.69
12,06,1989,326.24
13,06,1989,323.91
14,06,1989,323.83
15,06,1989,320.08
16,06,1989,321.35
19,06,1989,321.89
20,06,1989,321.25
21,06,1989,320.48
22,06,1989,322.32
23,06,1989,328.00
26,06,1989,326.60
27,06,1989,328.44
28,06,1989,325.81
29,06,1989,319.68
30,06,1989,317.98
03,07,1989,319.23
05,07,1989,320.64
06,07,1989,321.55
07,07,1989,324.91
10,07,1989,327.07
11,07,1989,328.78
12,07,1989,329.81
13,07,1989,329.95
14,07,1989,331.84
17,07,1989,332.44
18,07,1989,331.35
19,07,1989,335.73
20,07,1989,333.51
21,07,1989,335.90
24,07,1989,333.67
25,07,1989,333.88
26,07,1989,338.05
27,07,1989,341.99
28,07,1989,342.15
31,07,1989,346.08
01,08,1989,343.75
02,08,1989,344.34
03,08,1989,344.74
04,08,1989,343.92
07,08,1989,349.41
08,08,1989,349.35
09,08,1989,346.94
10,08,1989,348.25
11,08,1989,344.74
14,08,1989,343.06
15,08,1989,344.71
16,08,1989,345.66
17,08,1989,344.45
18,08,1989,346.03
21,08,1989,340.67
22,08,1989,341.19
23,08,1989,344.70
24,08,1989,351.52
25,08,1989,350.52
28,08,1989,352.09
29,08,1989,349.84
30,08,1989,350.65
31,08,1989,351.45
01,09,1989,353.73
05,09,1989,352.56
06,09,1989,349.24
07,09,1989,348.35
08,09,1989,348.76
11,09,1989,347.66
12,09,1989,348.70
13,09,1989,345.46
14,09,1989,343.16
15,09,1989,345.06
18,09,1989,346.73
19,09,1989,346.55
20,09,1989,346.47
21,09,1989,345.70
22,09,1989,347.05
25,09,1989,344.23
26,09,1989,344.33
27,09,1989,345.10
28,09,1989,348.60
29,09,1989,349.15
02,10,1989,350.87
03,10,1989,354.71
04,10,1989,356.94
05,10,1989,356.97
06,10,1989,358.78
09,10,1989,359.80
10,10,1989,359.13
11,10,1989,356.99
12,10,1989,355.39
13,10,1989,333.65
16,10,1989,342.85
17,10,1989,341.16
18,10,1989,341.76
19,10,1989,347.13
20,10,1989,347.16
23,10,1989,344.83
24,10,1989,343.70
25,10,1989,342.50
26,10,1989,337.93
27,10,1989,335.06
30,10,1989,335.07
31,10,1989,340.36
01,11,1989,341.20
02,11,1989,338.48
03,11,1989,337.62
06,11,1989,332.61
07,11,1989,334.81
08,11,1989,338.15
09,11,1989,336.57
10,11,1989,339.10
13,11,1989,339.55
14,11,1989,337.99
15,11,1989,340.54
16,11,1989,340.58
17,11,1989,341.61
20,11,1989,339.35
21,11,1989,339.59
22,11,1989,341.91
